date,value
2015-01-02 00:00:00,4763.349188
2015-01-02 01:00:00,4754.534373
2015-01-02 02:00:00,4733.933322
2015-01-02 03:00:00,4721.446063
2015-01-02 04:00:00,4704.339855
2015-01-02 05:00:00,4708.058442
2015-01-02 06:00:00,4695.43194
2015-01-02 07:00:00,4721.698591
2015-01-02 08:00:00,4815.203217
2015-01-02 09:00:00,4887.674747
2015-01-02 10:00:00,4934.334793
2015-01-02 11:00:00,4915.810791
2015-01-02 12:00:00,4829.759739
2015-01-02 13:00:00,4895.428194
2015-01-02 14:00:00,4922.755371
2015-01-02 15:00:00,4906.363863
2015-01-02 16:00:00,4860.780166
2015-01-02 17:00:00,4792.982348
2015-01-02 18:00:00,4783.237107
2015-01-02 19:00:00,4741.794198
2015-01-02 20:00:00,4717.002882
2015-01-02 21:00:00,4697.713864
2015-01-02 22:00:00,4747.70202
2015-01-02 23:00:00,4716.711089

