date,value
2015-01-02 00:00:00,6680.326773
2015-01-02 01:00:00,6670.846752
2015-01-02 02:00:00,6649.088099
2015-01-02 03:00:00,6629.565736
2015-01-02 04:00:00,6619.710319
2015-01-02 05:00:00,6616.323358
2015-01-02 06:00:00,6617.910075
2015-01-02 07:00:00,6696.028241
2015-01-02 08:00:00,6958.672784
2015-01-02 09:00:00,7037.265428
2015-01-02 10:00:00,7046.136753
2015-01-02 11:00:00,7061.157599
2015-01-02 12:00:00,6957.181692
2015-01-02 13:00:00,7065.612476
2015-01-02 14:00:00,7070.268092
2015-01-02 15:00:00,7043.597029
2015-01-02 16:00:00,6989.709231
2015-01-02 17:00:00,6847.209883
2015-01-02 18:00:00,6759.952451
2015-01-02 19:00:00,6687.721327
2015-01-02 20:00:00,6620.200408
2015-01-02 21:00:00,6573.16725
2015-01-02 22:00:00,6538.26606
2015-01-02 23:00:00,6495.450994

