date,value
2015-01-02 00:00:00,7405.577319
2015-01-02 01:00:00,7714.066788
2015-01-02 02:00:00,7610.315334
2015-01-02 03:00:00,7494.571454
2015-01-02 04:00:00,7565.851348
2015-01-02 05:00:00,7848.464518
2015-01-02 06:00:00,7677.377803
2015-01-02 07:00:00,6243.26508
2015-01-02 08:00:00,5846.853891
2015-01-02 09:00:00,5398.642022
2015-01-02 10:00:00,5077.466502
2015-01-02 11:00:00,5315.69751
2015-01-02 12:00:00,5164.868344
2015-01-02 13:00:00,5437.588517
2015-01-02 14:00:00,5341.626345
2015-01-02 15:00:00,5070.848594
2015-01-02 16:00:00,5071.744866
2015-01-02 17:00:00,5252.880472
2015-01-02 18:00:00,5118.744902
2015-01-02 19:00:00,5300.053319
2015-01-02 20:00:00,5147.168225
2015-01-02 21:00:00,5270.888301
2015-01-02 22:00:00,6390.554408
2015-01-02 23:00:00,7624.818254
